Thu, 02 Jun 2022 13:50:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-02T14:00:00+01:00","venue":"Blacksmiths","event":{"type":"workshop","title":"Masterclass - Egg Spoon","speaker":"Blacksmiths","pronouns":null,"description":"Egg Spoon Masterclass\r\n\r\nSign up at https://www.eventbrite.co.uk/e/347210906167 - password EMFCAMP","link":"https://www.emfcamp.org/schedule/2022/477-masterclass-egg-spoon"}},{"start":"2022-06-02T14:00:00+01:00","venue":"Blacksmiths","event":{"type":"workshop","title":"Coppersmiths - Bowl making","speaker":"Coppersmiths","pronouns":null,"description":"Make a copper bowl\r\n\r\n16+ only\r\n\r\nMust book on https://www.eventbrite.co.uk/e/347925343067","link":"https://www.emfcamp.org/schedule/2022/509-coppersmiths-bowl-making"}}]
Sat, 04 Jun 2022 15:30:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-04T15:40:00+01:00","venue":"Stage A","event":{"type":"talk","title":"A Crash Course In Railway Safety","speaker":"Anthony Williams","pronouns":"he/him","description":"Travelling by rail in most of the world is one of the safest forms of transport you can take, and in the UK even minor collisions make the news. But it wasn't always quite that way...\r\n\r\nThis talk will be a potted history of the safety of the railways in the UK and Ireland, starting from the early days when signalling was thought of as an inconvenience, and anything with wheels on it which sort-of went round went on the track. Eventually, the railway companies learned the benefits of adopting safer methods of working (sometimes requiring some encouragement from the law), leading to the introduction of some Victorian methods we still use today. Finally, we look at the more modern era with the railway losing its way with privatisation, and onto the current time, where computers and paperwork solve everything. Perhaps.\r\n\r\nFeaturing: Swiss Cheese, Charles Babbage vs. Brunel, working too hard, forgetting where you put your trains, losing your religion, a dark and stormy night, drunken driving, a loose screw, shifting foundations, and more.\r\n\r\nNo previous knowledge of the rail industry is required. The talk will cover some recent fatal accidents at a high level.","link":"https://www.emfcamp.org/schedule/2022/104-a-crash-course-in-railway-safety"}}]
Sat, 04 Jun 2022 15:40:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-04T15:50:00+01:00","venue":"Stage B","event":{"type":"talk","title":"Automated Science at Sea - The Mayflower Autonomous Ship","speaker":"James Sutton","pronouns":"He/Him","description":"The Mayflower Autonomous Ship is a fully autonomous, AI powered research vessel, that will at the time of this talk will hopefully have completed its primary mission to cross the Atlantic from Plymouth UK, to Plymouth Massachusetts without any human intervention or control. The AI captain installed will guide the ship across the Atlantic, avoiding obstacles, plotting courses around the weather and balancing the many variables needed to safely cross one of the most dangerous oceans.\r\n\r\nAs well as it's main goal to cross the Atlantic, it will also be operating a number of data collection and ocean science experiments to help researchers better understand our oceans, as well as developing new technologies to help automate science at the edge.\r\n\r\nThis talk, will give a history of the Mayflower Autonomous Ship, a look into the exciting science conducted aboard including our Whale Song detector and Electronic Tongue, and how everything is brought together using open source and a great team.\r\n\r\n","link":"https://www.emfcamp.org/schedule/2022/13-automated-science-at-sea-the-mayflower-autonomous-ship"}},{"start":"2022-06-04T15:50:00+01:00","venue":"Stage C","event":{"type":"talk","title":"Sound and systems","speaker":"Daniel Jones","pronouns":"he/him","description":"I make generative systems that translate patterns, processes and data into dynamic musical forms, illuminating hidden structures from the world around us. As one-half of Jones/Bulley, this has involved creating large-scale immersive installations that respond to weather patterns (Variable 4, 2010-), forest ecosystems (Living Symphonies, 2014-), and FM radio broadcasts (Radio Reconstructions, 2012-).\r\n\r\nFor EMF Camp this year, I have created Aerials (2022), a new installation that translates the electromagnetic trails from nearby mobile devices into sound and light, depicting the fluctuating Wi-Fi and Bluetooth transmissions of nearby devices as interlocking elements of an ever-changing musical composition.\r\n\r\nI’ll give a quick tour of my past work, and talk through the process of creating the piece, the open-source libraries that underpin all of the sound design, sequencing and sonification, and some unexpected discoveries I made in the network layers whilst capturing and exploring RF data.","link":"https://www.emfcamp.org/schedule/2022/309-sound-and-systems"}},{"start":"2022-06-04T15:50:00+01:00","venue":"Workshop 5","event":{"type":"workshop","title":"Hacking Alchemy: Turning Household Materials into Gold","speaker":"Yannick","pronouns":"","description":"Turning ordinary materials into precious silver or gold has been the ultimate goal of alchemy for centuries. The mythical \"Philosopher's stone\" was thought to be the missing key needed for that, but much to the disappointment of generations of alchemists, the elusive Stone was never found, and the promise of unlimited wealth remained a dream. Until less than a century ago. \r\n\r\nWhen British physicist James Chadwick discovered the nature of the neutron in 1932, it soon became apparent that these subatomic particles can change the composition of an atom's nucleus. By adding neutrons to a nucleus, or removing neutrons from a nucleus, the atom can be made unstable and forced to undergo changes, now known as radioactive decay. These nuclear reactions can change an isotope of an element into another isotope of the same element, or even into an entirely different element. By choosing nuclear reactions and decays carefully, it becomes possible to turn other materials into gold. Traditionally, nuclear reactions require a very large and expensive nuclear reactor or particle accelerator, but a clever hacker doesn't need any of these! \r\n\r\nThis workshop starts with a 30 minute entry level introduction to nuclear physics to explain attendees the scientific principles of elemental transmutation. Attendees then build together their own Philosopher's stone with components that can be found in any hardware store, and finally use it to transmute (a few atoms) of liquid mercury into gold. After the workshop, attendees have the option to take their creation home.","link":"https://www.emfcamp.org/schedule/2022/36-hacking-alchemy-turning-household-materials-into-gold"}}]
Sat, 04 Jun 2022 15:50:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-04T16:00:00+01:00","venue":"Blacksmiths","event":{"type":"workshop","title":"Blacksmiths - have a go","speaker":"Blacksmiths","pronouns":null,"description":"Have a go at blacksmithing\r\n\r\n16+, 13 -16 with a Parent/Guardian on same course, 11 – 13 with an instructor","link":"https://www.emfcamp.org/schedule/2022/497-blacksmiths-have-a-go"}}]
Sat, 04 Jun 2022 16:10:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-04T16:20:00+01:00","venue":"Stage A","event":{"type":"talk","title":"Hacking the Radio Spectrum with GNU Radio","speaker":"Dave Rowntree","pronouns":"","description":"The most profound change in radio technology in 100 years is happening now.  Radios are transforming from the spaghetti of mind-bogglingly complex electronics into simple (but very fast) digitisers, and all the hard work is being done in software. Hence the name Software Defined Radio (SDR).\r\n\r\nGnu Radio is a simple entry point to the world of SDR, and allows you to quickly prototype different kinds of radios by dragging, dropping, and connecting functional blocks.\r\n\r\nI'll demonstrate, and show that it's surprising what you can do with a radio receiver.\r\n","link":"https://www.emfcamp.org/schedule/2022/81-hacking-the-radio-spectrum-with-gnu-radio"}}]
Sat, 04 Jun 2022 16:20:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-04T16:30:00+01:00","venue":"Stage B","event":{"type":"talk","title":"Launching a Rocket, Suspended by a Balloon (Rockoon), from the Stratosphere","speaker":"DAVID JOHNSON","pronouns":"","description":"The B2Space satellite launch solution is based on the “rockoon” concept (rocket + balloon), and will comprise of a stratospheric balloon, which will lift a self-operative platform from which the launcher is deployed. A solid propellant rocket will deliver the satellites into the required customer orbits (Within Low Earth Orbits [LEO] ), which are orbits with altitudes ranging from 200km to 1000 km, approximately).\r\nThe talk will describe the concept and the steps taken to develop the rockoon project.\r\n\r\n","link":"https://www.emfcamp.org/schedule/2022/12-launching-a-rocket-suspended-by-a-balloon-rockoon"}},{"start":"2022-06-04T16:30:00+01:00","venue":"Stage C","event":{"type":"talk","title":"I gave up investment banking to become a digital artist","speaker":"Jonathan Hogg","pronouns":"he/they","description":"As cringe as I often find it talking about myself, this seems to be the thing about my background that amazes people I mention it to.\r\n\r\nI spent 6 years failing to do a CS PhD, co-founded a (failed) fin-tech startup and watched the 2008 credit crunch from the inside of a multi-billion dollar hedge fund. Thanks to a chance meeting with an artist (who was hanging a door at the time), I rediscovered both my childhood love of drawing and a joy in the tech that I had started to hate.\r\n\r\nI'll talk about failing and reinvention; imposter syndrome; being neurodivergent; my experiences of the commercial world and the art world; finding a space in which you feel comfortable – but not *too* comfortable; and the power of collaborating.","link":"https://www.emfcamp.org/schedule/2022/171-i-gave-up-investment-banking-to-become-a-digital-artist"}},{"start":"2022-06-04T16:30:00+01:00","venue":"Workshop 2","event":{"type":"workshop","title":"Applied String Theory","speaker":"Elena Vataga","pronouns":"she/her","description":"At this workshop we will be using strings or cord to make cross body carrier for your water flask in macrame technique. \r\n\r\nThe Art of knot-tying dates back several centuries. It is believed that the word macrame is derived from the Arabic macramia which means \"ornamental fringe\". Macrame was first brought by Arabs to Spain and after spread from Spain to Italy and eventually to the rest of Europe. Sailors played a large role in keeping Macramé alive and sharing the art with new lands. Knots had many practical uses aboard their ships and decorative knot-tying kept hands and minds occupied during long voyages.\r\nModern macrame is having a huge revival. The repetitive tying of knots is soothing and meditative and great for mindfulness. It is also a craft that requires very little – just cord and scissors. There are few basic knots in macrame and, once you have mastered them, the possibilities of what you can create are endless.\r\n\r\nDuring the workshop we will create a crossbody water flask holder/carrier using cotton string.\r\nThe basic model requires about 15 meters of cord and around 60 knots in total - cotton cord and the printed instructions will be provided. The project can be completed in under two hours. Participants can keep and take home their creations.\r\n\r\n","link":"https://www.emfcamp.org/schedule/2022/155-applied-string-theory"}},{"start":"2022-06-04T16:30:00+01:00","venue":"Blacksmiths","event":{"type":"workshop","title":"Blacksmiths - have a go","speaker":"Blacksmiths","pronouns":null,"description":"Have a go at blacksmithing\r\n\r\n16+, 13 -16 with a Parent/Guardian on same course, 11 – 13 with an instructor","link":"https://www.emfcamp.org/schedule/2022/498-blacksmiths-have-a-go"}}]
Sat, 04 Jun 2022 16:50:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-04T17:00:00+01:00","venue":"Stage A","event":{"type":"talk","title":"A journey through philosophy: exploring metaphysics via memes and a sprinkling of pop culture.","speaker":"Kara Langford ","pronouns":"They / Them","description":"Over my time in academia, I've endured a number of existential crises whilst learning about the concepts within philosophy that are required in order to undertake academic research. I figured that, if I'm going to spend the rest of my life constantly questioning my existence and reality itself, why not share this experience with others, too? A problem shared is still a problem that keeps you awake at night staring into the abyss unable to function. But hey, at least now I'm not alone.\r\n\r\nIn order to explain these theories and share my recurrent episodes of screaming WHYYYYYYYY at the universe, I've collected a number of memes and references over the years to convey concepts such as what is it to 'exist', why the scientific method is just as 'made up' as anything else, how we define 'truth' and lots of other tasty things to create a pervasive, disjointed feeling that you just can't seem to shake. Join me in this journey and then we can all go and sit by the lake and have a good cry / scream / rock back and forth because what does it all mean and what even is real anyway and I'm off to go eat a cake because while I can't actually prove if the cake is a lie or not I'm convinced it is damn tasty and I NEED TO FEEL SOMETHING OTHER THAN THIS EXISTENTIAL UNCERTAINTY FOREVER OKAY?","link":"https://www.emfcamp.org/schedule/2022/108-a-journey-through-philosophy-exploring-metaphysics-via-memes"}},{"start":"2022-06-04T17:00:00+01:00","venue":"Stage B","event":{"type":"talk","title":"Why doesn't the Universal Translator translate Klingon insults? A nerd's introduction to machine translation","speaker":"Danielle Saunders","pronouns":"She/her","description":"In recent years automatic machine translation has dramatically improved in performance, with the availability of neural networks and huge amounts of data. Why does it work, and more importantly, when does it break? What kinds of language are machines terrible at translating, and is there anything we can do about it? What might change in the future?\r\n\r\nCome along to learn which aspects of a Universal Translator seem relatively plausible, which seem next to impossible at the moment, and some machine learning explanations for why the Enterprise's computer might not convey the gory details when a Klingon is insulting you.\r\n","link":"https://www.emfcamp.org/schedule/2022/178-why-doesnt-the-universal-translator-translate-klingon"}},{"start":"2022-06-04T17:00:00+01:00","venue":"Main Bar","event":{"type":"workshop","title":"ADHD/ASD Meetup","speaker":"ADHD Hackers","pronouns":null,"description":"Chance for ADHD/ASD folks to meet in the bar","link":"https://www.emfcamp.org/schedule/2022/512-adhd-asd-meetup"}},{"start":"2022-06-04T17:00:00+01:00","venue":"Main Bar","event":{"type":"workshop","title":"ADHD and ASD Meetup","speaker":"ADHD Hackers","pronouns":null,"description":"Chance for ADHD and ASD folks to meet in the bar","link":"https://www.emfcamp.org/schedule/2022/513-adhd-and-asd-meetup"}}]
Sat, 04 Jun 2022 17:00:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-04T17:10:00+01:00","venue":"Stage C","event":{"type":"talk","title":"Hacking Google with Poetry – what are words worth anyway?","speaker":"Pip Thornton","pronouns":"","description":"How does Google earn its money? And how has the company become such a central player in controversies such as biased search results and fake news stories? The answer is simple: Google makes its money by selling words to advertisers. Artist and researcher Dr. Pip Thornton, from the University of Edinburgh, calls this linguistic capitalism: every word you search for on Google is auctioned to the highest bidder. Join Pip to explore not only what words are worth to Google, but what they are worth to you.\r\n\r\nPip is the creator of Newspeak (2019), an installation at EMF 2022.","link":"https://www.emfcamp.org/schedule/2022/232-hacking-google-with-poetry-what-are-words-worth-anyway"}}]
Sat, 04 Jun 2022 17:10:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-04T17:20:00+01:00","venue":"Youth Workshop","event":{"type":"youth_workshop","title":"Raspberry Pi Pico Party Poppers","speaker":"Richard Hayler","pronouns":"he/him","description":"Last year Raspberry Pi launched their first microcontroller-class product: Raspberry Pi Pico. It  is built on RP2040, a brand-new chip developed here in the UK.\r\n\r\nThis workshop will introduce the Pico and dive straight in to programming it with MicroPython. We’ll start with some “hello world” onboard LED flashing and move on to using components to build simple circuits.  We'll start with the basics and move on to build a sustainable and reusable party popper using this small but mighty microcontroller.\r\n\r\nYou'll need to bring your own laptop: please install the latest version of the Thonny Python editor before you come. (https://thonny.org/)\r\n\r\nParticipants will be able keep and take their Raspberry Pi Pico away with them after the workshop. ","link":"https://www.emfcamp.org/schedule/2022/74-raspberry-pi-pico-party-poppers"}}]
Sat, 04 Jun 2022 17:20:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-04T17:30:00+01:00","venue":"Stage B","event":{"type":"talk","title":"1-hour* Computing Degree","speaker":"Sean Lucent","pronouns":"he/him","description":"Computing is a very broad field with many diverse topics; is it possible to cover everything for a typical computing degree in just one hour*?! Let's find out!\r\n\r\nI will speed talk through everything from bits and bytes to blockchains and beyond. I'll (shallowly) explain: how all of (most of) the parts of a computer work, the role of the operating system, programming, algorithms, modern technologies, AI and the future of computing. There will be no pauses to take notes; no time for questions; no audience participation; no background information... just a(n entertaining) non-stop flood of information!\r\n\r\nAfter this talk, a novice could walk away with a reasonable ability to participate in any computing discussion! An expert might want to come just to see whether I miss anything!\r\nOr just come along to see whether I'll make it through or collapse on stage!\r\n\r\n(*or less)","link":"https://www.emfcamp.org/schedule/2022/277-1-hour-computing-degree"}}]
Sat, 04 Jun 2022 17:30:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-04T17:40:00+01:00","venue":"Stage A","event":{"type":"talk","title":"Anatomy 102: Is that normal!?!","speaker":"Kim M","pronouns":"They/Them. (all are acceptable)","description":"Interactvie talk on anatomy and diagnostic imaging from the perspective of a radiographer. Using powerpoint presentation and anonymised images from real life cases (plus some funny fakes).\r\n- what is diagnostic imaging?\r\n- how to understand CT/xray images + basic anatomy\r\n- 'normal or not' quiz\r\n- Q&A on radiography\r\n\r\nSome images will depict injuries/anomalies which may be distressing to some.\r\nThere will be talk of injuries and pathology which may be distressing. Its a lighthearted look into radiography, but radiographers are known for gallows humour.","link":"https://www.emfcamp.org/schedule/2022/17-anatomy-102-is-that-normal"}}]
Sat, 04 Jun 2022 17:40:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-04T17:50:00+01:00","venue":"Stage C","event":{"type":"talk","title":"Pee is Powerful! From artwork to new world infrastructures with ALICE","speaker":"Julie Freeman, Rachel Armstrong, Ioannis Ieropoulos","pronouns":"","description":"Join the conversation with Professors Rachel Armstrong and Ioannis Ieropoulos, and artist Julie Freeman, to hear about how the ALICE artwork is a springboard for thinking about a new infrastructure that encompasses nomadic lifestyles, smart plumbing, resource autonomy - moving beyond fossil fuels and working with natural energy flows.  This technology has global potential to disrupt energy and wastewater systems.\r\n\r\nActive Living Infrastructure: Controlled Environment (ALICE) is a \"living\" installation that communicates with microbes in real time by monitoring their electricity production so we can \"respond\" to them by feeding them with our liquid waste. Drawing together microbial metabolism, data, bioprocessor systems, artificial intelligence, low power electronics and digital displays, ALICE reveals the inner \"life\" and naturally-organised, imperceptible realm of microbes around us. To hold these digital \"conversations\" with microbes, ALICE uses the Microbial Fuel Cell (MFC) as a communications platform. MFCs are an organic energy source powered by microbes which facilitate contact between humans and microbes through electrical exchanges. The collected and analysed data can tell us about household resources, as microbes can give us information about our consumption, and reveal what we discard in our waste streams—while also powering our homes and, ultimately, cities.\r\n\r\nhttps://alice-interface.eu\r\n\r\nCome and see us in Null Sector!","link":"https://www.emfcamp.org/schedule/2022/307-pee-is-powerful-from-artwork-to-new-world-infrastructures"}}]
Sat, 04 Jun 2022 17:50:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-04T18:00:00+01:00","venue":"Workshop 1","event":{"type":"workshop","title":"Mixed RPGs - Dungeon Crawl Classics and D&D","speaker":"Steve Barnett (Dungeon Crawl Classics) Andrew Armstrong (D&D)","pronouns":"","description":"Dungeon Crawl Classics - Easy to get started and very freewheeling and chaotic.\r\n\r\nD&D - Short intro to D&D for all ages\r\n\r\nIf you want to run your own RPG game here for 3 hours (give or take Barbot starting time) contact Andrew: andrew.armstrong@nottinghack.org.uk","link":"https://www.emfcamp.org/schedule/2022/415-mixed-rpgs-dungeon-crawl-classics-and-d-d"}},{"start":"2022-06-04T18:00:00+01:00","venue":"Blacksmiths","event":{"type":"workshop","title":"Blacksmiths - have a go","speaker":"Blacksmiths","pronouns":null,"description":"Have a go at blacksmithing\r\n\r\n16+, 13 -16 with a Parent/Guardian on same course, 11 – 13 with an instructor","link":"https://www.emfcamp.org/schedule/2022/499-blacksmiths-have-a-go"}},{"start":"2022-06-04T18:00:00+01:00","venue":"Outside the bar","event":{"type":"performance","title":"Hebocon: terrible robot fighting tournament","speaker":"Tamar Willson","pronouns":"She/her","description":"Hebocon is Robot Wars for those who are not technically gifted.  Twirling assemblages of junk face off against hot glue monstrosities, whilst some contenders might fail to move at all.  \r\n\r\nThe most successful robots are those which are truly ‘heboi’: pathetic, and constructed without the technology or skill that you’d usually expect in a robot fighting tournament.  \r\n\r\nJoin us to watch the robots battle it out and take joy in failure!\r\n\r\nAll are encouraged to enter a robot to the contest, simply visit the information desk to register your robot prior to the tournament.  We’ll also be running a robot building workshop for anyone who’d like to construct (or embellish) their robot at EMFCamp prior to the tournament - see the separate workshop event for details.","link":"https://www.emfcamp.org/schedule/2022/351-hebocon-terrible-robot-fighting-tournament"}}]
Sat, 04 Jun 2022 18:20:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-04T18:30:00+01:00","venue":"Stage A","event":{"type":"talk","title":"Speed 3: Cruise Control","speaker":"Cybergibbons","pronouns":"He/him","description":"When I first watched Hackers in 1998, the idea of being able to remotely control ships seemed rather fanciful. After working on container ships as an engineer in the mid-2000s, it seemed every more unlikely. We didn't have a full-time Internet connection and all the vital systems were truly air-gapped. But things have changed - ships are becoming more and more connected and complex. \r\n\r\nAs a result, 15 years later, I found myself sat in my pants on the sofa with the ability to control the steering on one of the world's largest cruise ships. We've been able to brick every PLC across tens of oil rigs, pay for food as the captain, and write rude words on the side of the ship. \r\n\r\nTo get to this point, we had to go on a learning voyage across tens of different vessels, including offshore support tugs, super yachts, oil rigs and container ships. Join me on a whistle stop tour of what's on a ship, how it's all connected together, what threats there are and how we find the vulnerabilities. Lots of little tips and tricks that can help anyone examine industrial control systems, understand how they work, and then have a lot of fun with them!\r\n\r\nTesting work is carried out in my role as Security Consultant at Pen Test Partners","link":"https://www.emfcamp.org/schedule/2022/326-speed-3-cruise-control"}},{"start":"2022-06-04T18:30:00+01:00","venue":"Stage B","event":{"type":"talk","title":"The Digi-Gurdy: An electronic MIDI enabled Hurdy Gurdy project","speaker":"John Dingley","pronouns":"He/Him","description":"The hurdy-gurdy is an ancient musical instrument (10th century) with drones and melody strings bowed by a rotating wheel, played by pressing keys which contact them at different points. It featured in TV series such as “Black Sails” and “Walking Dead” as well computer games. A major barrier is that they are very expensive at thousands of pounds each and built to order with lead times of over a year. Rather like bagpipes, they are loud. For pipers, practice e-chanters are available while nothing similar exists for the hurdy-gurdy. The Digi-Gurdy project started as a 3D printed version of the keyboard part of the instrument in isolation, with some internal electronics, for my own personal use to learn a few tunes on. After posting on Thingiverse, a website for sharing 3D printed ideas, I had many requests from people asking me to build them one. This open-source project has developed through many variations which I would bring to the talk, resulting in an all laser-cut wooden full-size hurdy gurdy design with a realistic crank handle system and a detachable playable keybox for travelling. It is an electronic device, with correctly placed keys, that outputs data via the industry standard MIDI communications system for electronic musical instruments, via a USB cable to an attached or wirelessly paired phone or iPad running suitable MIDI player software. It is a low-cost way to enter the Hurdy Gurdy world and allows practice anywhere using headphones, thus preventing eviction or divorce!","link":"https://www.emfcamp.org/schedule/2022/242-the-digi-gurdy"}},{"start":"2022-06-04T18:30:00+01:00","venue":"Stage C","event":{"type":"talk","title":"Sifteo Cubes: Resurrecting a legend","speaker":"Dr Mike Reddy","pronouns":"he/him","description":"In 2009 a TED Talk by David Merrill showed small interactive tiles that talked to each other; an MIT “what if” project from their media lab. Little IoT devices that brought computers, toys and board game pieces together. In 2011(version one) and 2012 (version 2) a commercial version, Sifteo Cubes, was released, but I was unaware, thinking the dream prototype was just that, a dream not a reality. They passed me by…\r\n\r\n In 2014, the v2 software was open sourced - the inevitable precursor to failure - and the company bought by Drone/Robotics developer for the obvious design skills of the Sifteo team; they had, after all, reverse engineered and reapplied wireless keyboard controllers into one of the coolest toys ever! So, I came to them late. Too late. By 2015, the server the control software required, along with the online marketplace for the dozen or so games that were made, were long gone. The Sifteo cubes I’d just (re)discovered from a desperate eBay sale were now just useless, battery powered bricks. And they didn’t even click together!\r\n\r\nBut I was stubborn. I wanted them to work. These little marvels of engineering and educational design. I had some of the software, a couple of the games, and none of the knowledge. Here’s how I managed to resurrect a legend, who I met, what some of them stole from me, and what I learned on the way","link":"https://www.emfcamp.org/schedule/2022/106-sifteo-cubes-resurrecting-a-legend"}},{"start":"2022-06-04T18:30:00+01:00","venue":"Blacksmiths","event":{"type":"workshop","title":"Blacksmiths - have a go","speaker":"Blacksmiths","pronouns":null,"description":"Have a go at blacksmithing\r\n\r\n16+, 13 -16 with a Parent/Guardian on same course, 11 – 13 with an instructor","link":"https://www.emfcamp.org/schedule/2022/500-blacksmiths-have-a-go"}}]
Sat, 04 Jun 2022 18:50:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-04T19:00:00+01:00","venue":"Workshop 3","event":{"type":"workshop","title":"Surface Mount Electronics Assembly for Terrified Beginners","speaker":"Kliment","pronouns":null,"description":"In this workshop, you will learn how to assemble the tiny parts that modern electronic devices are made of by building an electronic kitten. There's no prior experience or equipment required, and you don't need to know anything about electronics. We are going to build an electronic cat-shaped circuit board using tiny SMD parts. It will purr when you touch it right and hiss when you touch it wrong. It's going to work. This workshop is meant for people afraid of surface mount assembly/rework. It's my goal to take away your fear.","link":"https://www.emfcamp.org/schedule/2022/447-surface-mount-electronics-assembly-for-terrified-beginners"}}]
Sat, 04 Jun 2022 19:10:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-04T19:20:00+01:00","venue":"Workshop 5","event":{"type":"workshop","title":"Communication skills for Geeks","speaker":"Lucy Rogers","pronouns":"She / Her","description":"interactive workshop for up to 30 people on various, simple to implement, tips on communication skills. It goes beyond \"make eye contact and don't fidget\". Based on my online courses and lectures / workshops I give to Brunel University Engineering students as a Visiting Professor.","link":"https://www.emfcamp.org/schedule/2022/167-communication-skills-for-geeks"}}]
Sat, 04 Jun 2022 19:20:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-04T19:30:00+01:00","venue":"Stage A","event":{"type":"talk","title":"Rob Manuel of @fesshole and b3ta talks about trying to entertain people with comedy bots","speaker":"Robert D Manuel","pronouns":"","description":"For the last 5 years I've been trying to entertain people on Twitter with various comedy bots from Clickbait Robot, and Yoko Ono Bot to the horrible monster hit Fesshole (currently 350,000 followers when Rob typed this.)\r\n\r\nIn this talk Rob will tell some anecdotes from a behind the scenes.\r\n\r\nBe prepared to be moderately amused, this won't be the most serious of talks. \r\n\r\n(And please put me on at a time when people are in a silly mood rather than 11am and everyone is horribly sober.)","link":"https://www.emfcamp.org/schedule/2022/123-rob-manuel-of-fesshole"}},{"start":"2022-06-04T19:30:00+01:00","venue":"Stage C","event":{"type":"performance","title":"[Film] Interstellar","speaker":"PJ Evans","pronouns":"","description":"Saturday 19:30 - 2h 49 - 12\r\n\r\nSpecial Event: Visual special effect artist Eugénie von Tunzelmann answers your questions about her work on Interstellar before the screening.\r\n\r\nChristopher Nolan’s classic comes to Electromagnetic Field. A dying Earth is being slowly choked by dust storms and food is running out. An engineer turned farmer tries to support his family but struggles to see a future for his son, daughter and father. A chance encounter reveals a new path that returns him to his former life and takes him across galaxies in search a new world for humankind. Amazing special effects and a rich story are underpinned by a magnificent soundtrack by Hans Zimmer.  An epic in the true sense of the word that must be seen on a big screen.","link":"https://www.emfcamp.org/schedule/2022/384-film-interstellar"}},{"start":"2022-06-04T19:30:00+01:00","venue":"Youth Workshop","event":{"type":"youth_workshop","title":"Kids Disco","speaker":"Tom Jacobsson","pronouns":"He/him","description":"All kids are welcome to dance the night away at the best Kids Disco on the planet!\r\n\r\nThis is also part 2 of the DJ Youth Workshop where any kids interested in DJ'ing at their own Kids Disco will be fully supported to get a chance to all perform using their own laptop/tablet or smart phone.","link":"https://www.emfcamp.org/schedule/2022/285-kids-disco"}}]
Sat, 04 Jun 2022 19:50:00 +0100 | emfcamp/timely_schedule | [{"start":"2022-06-04T20:00:00+01:00","venue":"Stage B","event":{"type":"performance","title":"[Music] Moormur","speaker":"Moormur","pronouns":"","description":"Moormur is a London based producer/beat maker/self-taught drummer.\r\n\r\nHis work explores rhythms and sounds from all the world, and aims to blend of new and old to create something different.\r\n\r\nThe music is a \"collage\" of samples, field recordings, and synths glued together with a naive attitude, and takes inspiration from spiritual music, instrumental hip hop, African rumba, Idm, contemporary jazz, ambient.\r\n\r\nOn his live set he brings on the stage percussion and electronic pads enchanting the performance with dynamics and grooves.","link":"https://www.emfcamp.org/schedule/2022/441-music-moormur"}},{"start":"2022-06-04T20:00:00+01:00","venue":"Workshop 2","event":{"type":"workshop","title":"QueerMF","speaker":"hibby","pronouns":"","description":"A mixer for queers, enbies, weirdos, deviants and others!\r\n\r\nBring your selves, your smiles, your kinks, your weird bits!\r\n\r\nWant to learn more about what others care about?\r\nCome by and say hi.","link":"https://www.emfcamp.org/schedule/2022/426-queermf"}},{"start":"2022-06-04T20:00:00+01:00","venue":"Lounge","event":{"type":"workshop","title":"Sense without sight / blind navigation hands-on workshop","speaker":"Sai","pronouns":"they","description":"Take a walk with me through camp — blindfolded, with one of my guide canes — and sense the world like I do: using air currents, heat, sound, echolocation, ground texture, wind shadow, and more. It's a unique, permanent sensory upgrade you can still use when sighted.\r\n\r\nWorkshops are every day at 9pm (sunset), possibly other times (depending on light levels and my stamina & voice), and by special arrangement, and last ~1–1.5 hours. They start at my tent, near the Hardware Hacking Area, marked with a purple/yellow/black conlang flag.\r\n\r\nI can handle 4 student participants, 4 assistants, & 5 observers per workshop.\r\n\r\nDetails & what to expect: https://s.ai/emf#workshop\r\nSign up now: https://s.ai/emf/ws","link":"https://www.emfcamp.org/schedule/2022/152-sense-without-sight-blind-navigation-hands-on-workshop"}}]
